,HY_id,piscina
725,6031823,False
726,6031826,False
727,6031830,False
728,6031837,False
729,6031847,
730,6031849,False
731,6031850,False
732,6031851,False
733,6031852,False
734,6031857,False
735,6031861,
736,6031864,False
737,6031865,
738,6031866,False
739,6031871,False
740,6031872,False
741,6031882,False
742,6031884,False
743,6031895,False
744,6031896,False
745,6031907,False
746,6031908,False
747,6031909,False
748,6031910,False
749,6031911,False
750,6031933,False
751,6031940,False
752,6031941,True
753,6031943,False
754,6031945,False
755,6031946,False
756,6031947,False
757,6031948,False
758,6031949,False
759,6031950,False
760,6031951,False
761,6031952,False
762,6031953,False
763,6031954,False
764,6031956,False
765,6031957,False
766,6031961,False
767,6031965,False
768,6031966,False
769,6031968,False
770,6031971,False
771,6031975,False
772,6031978,False
773,6031984,False
774,6031985,False
775,6031986,False
776,6031987,False
777,6031988,False
778,6031990,False
779,6031991,False
780,6031992,False
781,6031993,False
782,6031994,False
783,6031995,False
784,6031997,False
785,6032001,False
786,6032003,False
787,6032005,False
788,6032007,False
789,6032010,False
790,6032011,False
791,6032012,False
792,6032014,
793,6032025,True
794,6032026,False
795,6032033,False
796,6032035,False
797,6032042,False
798,6032046,False
799,6032051,False
800,6032061,False
801,6032063,False
802,6032070,
803,6032071,False
804,6032088,False
805,6032090,False
806,6032093,False
807,6032099,False
808,6032102,False
809,6032104,False
810,6032107,False
811,6032108,False
812,6032109,
813,6032110,True
814,6032112,False
815,6032117,False
816,6032118,False
817,6032130,False
818,6032132,False
819,6032137,False
820,6032141,True
821,6032143,True
822,6032144,False
823,6032147,False
824,6032156,False
825,6032158,
826,6032168,
827,6032171,False
828,6032176,False
829,6032177,False
830,6032186,True
831,6032194,False
832,6032245,True
833,6032246,False
834,6032248,False
835,6032250,False
836,6032251,False
837,6032253,False
838,6032270,False
839,6032274,True
840,6032275,False
841,6032276,False
842,6032278,
843,6032279,False
844,6032281,False
845,6032283,True
846,6032287,False
847,6032319,False
848,6032342,False
849,6032343,False
850,6032345,False
851,6032348,False
852,6032354,False
853,6032355,False
854,6032367,False
855,6032368,False
856,6032369,False
857,6032371,False
858,6032372,False
859,6032374,False
860,6032378,False
861,6032382,False
862,6032384,False
863,6032385,False
864,6032386,False
865,6032387,False
866,6032392,False
867,6032409,False
868,6032621,True
869,6032627,False
870,6032628,False
871,6032632,False
872,6032633,False
873,6032634,False
874,6032636,False
875,6032639,False
876,6032641,False
877,6032655,False
878,6032656,False
879,6032678,False
880,6032679,False
881,6032683,False
882,6032685,False
883,6032688,False
884,6032691,False
885,6032697,False
886,6032705,False
887,6032708,False
888,6032710,False
889,6032712,False
890,6032713,False
891,6032724,False
892,6032744,False
893,6032746,False
894,6032805,False
895,6032806,False
896,6032807,False
897,6032808,False
898,6032810,False
899,6032846,False
900,6032869,False
901,6032873,False
902,6032875,False
903,6032877,False
904,6032884,False
905,6032885,False
906,6032887,False
907,6032889,False
908,6032899,False
909,6032901,False
910,6032922,
911,6032923,False
912,6032924,False
913,6032934,False
914,6032951,False
915,6032952,False
916,6032954,
917,6032979,False
918,6032980,False
919,6032984,False
920,6033017,False
921,6033049,False
922,6033050,False
923,6033052,False
924,6033054,False
925,6033067,False
926,6033070,False
927,6033074,False
928,6033075,False
929,6033083,False
930,6033084,False
931,6033085,False
932,6033087,False
933,6033089,False
934,6033091,False
935,6033094,False
936,6033095,False
937,6033102,False
938,6033105,False
939,6033177,False
940,6033205,False
941,6033214,
942,6033233,False
943,6033237,False
944,6033238,False
945,6033239,False
946,6033240,False
947,6033241,False
948,6033243,False
949,6033245,False
950,6033247,False
951,6033249,False
952,6033250,False
953,6033251,False
954,6033252,False
955,6033261,False
956,6033264,False
957,6033265,False
958,6033266,False
959,6033267,False
960,6033268,False
961,6033269,False
962,6033270,False
963,6033271,False
964,6033275,False
965,6033276,False
966,6033277,False
967,6033278,False
968,6033280,False
969,6033281,False
970,6033282,True
971,6033283,True
972,6033284,True
973,6033285,True
974,6033291,True
975,6033293,True
976,6033304,False
977,6033307,False
978,6033311,False
979,6033315,False
980,6033316,False
981,6033317,False
982,6033319,False
983,6033321,False
984,6033340,False
985,6033341,False
986,6033343,False
987,6033347,False
988,6033350,False
989,6033351,False
990,6033353,False
991,6033355,False
992,6033357,False
993,6033358,False
994,6033360,False
995,6033361,False
996,6033377,False
997,6033400,False
998,6033442,False
999,6033444,False
1000,6033452,
1001,6033468,False
1002,6033469,False
1003,6033471,False
1004,6033478,False
1005,6033499,False
1006,6033500,False
1007,6033501,False
1008,6033503,False
1009,6033506,False
1010,6033507,False
1011,6033509,False
1012,6033510,False
1013,6033526,False
1014,6033596,False
1015,6033613,False
1016,6033621,False
1017,6033627,False
1018,6033628,False
1019,6033630,False
1020,6033631,False
1021,6033635,False
1022,6033636,False
1023,6033637,False
1024,6033642,False
1025,6033643,False
1026,6033644,False
1027,6033646,False
1028,6033647,False
1029,6033648,False
1030,6033651,False
1031,6033652,False
1032,6033653,False
1033,6033660,False
1034,6033665,False
1035,6033666,False
1036,6033676,False
1037,6033678,False
1038,6033679,False
1039,6033681,False
1040,6033684,False
1041,6033688,False
1042,6033693,False
1043,6033695,False
1044,6033698,False
1045,6033701,False
1046,6033704,False
1047,6033705,False
1048,6033707,False
1049,6033708,False
1050,6033710,False
1051,6033712,False
1052,6033713,False
1053,6033714,False
1054,6033715,False
1055,6033716,False
1056,6033717,False
1057,6033720,False
1058,6033721,False
1059,6033723,False
1060,6033724,False
1061,6033725,False
1062,6033726,False
1063,6033731,False
1064,6033734,False
1065,6033735,False
1066,6033737,False
1067,6033739,
1068,6033745,False
1069,6033748,False
1070,6033752,False
1071,6033767,False
1072,6033768,False
1073,6033769,False
1074,6033770,False
1075,6033786,False
1076,6033810,False
1077,6033835,False
1078,6033836,False
1079,6033837,False
1080,6033839,False
1081,6033841,False
1082,6033842,False
1083,6033843,False
1084,6033844,False
1085,6033846,False
1086,6033847,False
1087,6033848,False
1088,6033849,False
1089,6033856,False
1090,6033862,False
1091,6033863,False
1092,6033864,False
1093,6033866,False
1094,6033867,False
1095,6033868,False
1096,6033870,False
1097,6033876,False
1098,6033877,False
1099,6033881,False
1100,6033887,False
1101,6033889,False
1102,6033907,False
1103,6033910,False
1104,6033911,False
1105,6033912,False
1106,6033913,False
1107,6033944,False
1108,6033945,False
1109,6033953,False
1110,6033954,False
1111,6034033,False
1112,6034045,False
1113,6034047,False
1114,6034049,False
1115,6034052,False
1116,6034053,False
1117,6034054,False
1118,6034055,False
1119,6034056,False
1120,6034057,False
1121,6034066,False
1122,6034078,False
1123,6034079,False
1124,6034099,False
1125,6034100,False
1126,6034101,False
1127,6034102,False
1128,6034103,False
1129,6034104,False
1130,6034105,False
1131,6034157,False
1132,6034158,False
1133,6034159,False
1134,6034160,False
1135,6034161,False
1136,6034166,False
1137,6034168,False
1138,6034176,False
1139,6034177,False
1140,6034178,False
1141,6034179,False
1142,6034180,False
1143,6034181,False
1144,6034182,False
1145,6034183,False
1146,6034184,False
1147,6034186,False
1148,6034196,
1149,6034207,False
1150,6034208,False
1151,6034209,False
1152,6034210,False
1153,6034211,False
1154,6034214,False
1155,6034216,False
1156,6034222,False
1157,6034235,False
1158,6034243,False
1159,6034270,False
1160,6034271,False
1161,6034272,False
1162,6034273,False
1163,6034274,False
1164,6034296,False
1165,6034297,False
1166,6034298,False
1167,6034300,False
1168,6034301,False
1169,6034303,False
1170,6034304,False
1171,6034305,False
1172,6034306,False
1173,6034309,False
1174,6034310,False
1175,6034311,False
1176,6034313,True
1177,6034314,False
1178,6034319,False
1179,6034321,False
1180,6034322,False
1181,6034323,False
1182,6034324,False
1183,6034325,False
1184,6034326,False
1185,6034332,False
1186,6034334,False
1187,6034337,
1188,6034338,False
1189,6034339,False
1190,6034341,False
1191,6034344,False
1192,6034345,False
1193,6034346,False
1194,6034348,False
1195,6034354,False
1196,6034370,False
1197,6034371,False
1198,6034376,False
1199,6034377,False
1200,6034409,False
1201,6034410,False
1202,6034442,False
1203,6034445,False
1204,6034451,False
1205,6034452,False
1206,6034454,False
1207,6034455,False
1208,6034456,False
1209,6034459,False
1210,6034460,False
1211,6034461,False
1212,6034463,False
1213,6034468,False
1214,6034474,False
1215,6034475,False
1216,6034481,False
1217,6034482,False
1218,6034484,False
1219,6034485,False
1220,6034486,False
1221,6034487,False
1222,6034493,False
1223,6034494,False
1224,6034495,False
1225,6034498,False
1226,6034499,False
1227,6034500,False
1228,6034501,False
1229,6034502,False
1230,6034503,False
1231,6034504,False
1232,6034505,False
1233,6034506,False
1234,6034508,False
1235,6034509,False
1236,6034510,False
1237,6034512,False
1238,6034517,False
1239,6034519,False
1240,6034520,False
1241,6034527,False
1242,6034529,False
1243,6034531,False
1244,6034532,False
1245,6034556,False
1246,6034561,False
1247,6034598,False
1248,6034606,False
1249,6034612,False
1250,6034619,False
1251,6034620,False
1252,6034629,False
1253,6034644,False
1254,6034656,True
1255,6034657,False
1256,6034658,False
1257,6034661,False
1258,6034663,False
1259,6034666,False
1260,6034670,False
1261,6034671,False
1262,6034683,False
1263,6034684,False
1264,6034685,False
1265,6034686,False
1266,6034687,False
1267,6034688,False
1268,6034698,False
1269,6034699,False
1270,6034700,False
1271,6034701,False
1272,6034703,False
1273,6034704,False
1274,6034705,False
1275,6034706,False
1276,6034707,False
1277,6034709,False
1278,6034710,False
1279,6034711,False
1280,6034712,False
1281,6034713,False
1282,6034714,False
1283,6034715,False
1284,6034724,True
1285,6034727,False
1286,6034728,False
1287,6034730,False
1288,6034732,False
1289,6034733,False
1290,6034734,False
1291,6034736,False
1292,6034737,False
1293,6034738,False
1294,6034777,False
1295,6034803,False
1296,6034825,False
1297,6034829,False
1298,6034837,False
1299,6034843,False
1300,6034845,False
1301,6034847,False
1302,6034848,False
1303,6034849,False
1304,6034851,False
1305,6034854,False
1306,6034855,False
1307,6034856,False
1308,6034859,False
1309,6034860,False
1310,6034861,False
1311,6034871,
1312,6034872,False
1313,6034896,
1314,6034926,False
1315,6034927,False
1316,6034928,False
1317,6034934,False
1318,6034935,False
1319,6034936,False
1320,6034940,False
1321,6034941,True
1322,6034943,False
1323,6034944,True
1324,6034945,
1325,6034950,False
1326,6034954,False
1327,6034955,False
1328,6034956,False
1329,6034961,False
1330,6034965,False
1331,6034969,True
1332,6034971,False
1333,6034972,
1334,6034975,False
1335,6034977,False
1336,6034985,False
1337,6034987,False
1338,6034990,False
1339,6034991,False
1340,6034992,False
1341,6034993,False
1342,6034994,False
1343,6034995,False
1344,6034996,False
1345,6034997,False
1346,6034998,False
1347,6034999,False
1348,6035000,False
1349,6035002,True
1350,6035003,True
1351,6035009,False
1352,6035010,False
1353,6035012,True
1354,6035013,True
1355,6035014,True
1356,6035024,False
1357,6035025,False
1358,6035026,False
1359,6035027,False
1360,6035028,False
1361,6035031,False
1362,6035032,False
1363,6035034,False
1364,6035035,False
1365,6035036,False
1366,6035046,True
1367,6035050,False
1368,6035052,False
1369,6035055,False
1370,6035056,False
1371,6035057,False
1372,6035058,False
1373,6035060,False
1374,6035062,False
1375,6035063,False
1376,6035064,False
1377,6035065,False
1378,6035066,True
1379,6035068,True
1380,6035070,True
1381,6035071,True
1382,6035072,True
1383,6035074,True
1384,6035075,True
1385,6035078,True
1386,6035081,True
1387,6035082,True
1388,6035085,False
1389,6035086,False
1390,6035087,False
1391,6035088,False
1392,6035090,False
1393,6035096,False
1394,6035098,False
1395,6035100,False
1396,6035101,False
1397,6035102,False
1398,6035103,False
1399,6035104,False
1400,6035105,False
1401,6035106,False
1402,6035108,False
1403,6035109,False
1404,6035114,False
1405,6035119,False
1406,6035120,False
1407,6035121,False
1408,6035128,False
1409,6035195,False
1410,6035211,False
1411,6035226,False
1412,6035230,False
1413,6035234,False
1414,6035237,False
1415,6035238,False
1416,6035239,False
1417,6035249,False
1418,6035250,False
1419,6035251,False
1420,6035252,False
1421,6035253,False
1422,6035254,False
1423,6035255,False
1424,6035256,False
1425,6035257,False
1426,6035258,False
1427,6035259,False
1428,6035261,False
1429,6035262,False
1430,6035263,
1431,6035264,False
1432,6035274,False
1433,6035282,False
1434,6035289,False
1435,6035293,False
1436,6035295,False
1437,6035296,False
1438,6035297,False
1439,6035298,False
1440,6035299,False
1441,6035300,False
1442,6035302,False
1443,6035303,
1444,6035304,
1445,6035305,
1446,6035310,False
1447,6035314,False
1448,6035315,False
1449,6035316,False
1450,6035321,False
1451,6035329,False
1452,6035330,False
1453,6035332,True
1454,6035336,False
1455,6035338,False
1456,6035339,False
1457,6035340,False
1458,6035341,False
1459,6035353,False
1460,6035357,False
1461,6035358,False
1462,6035359,False
1463,6035365,True
1464,6035422,False
1465,6035429,False
1466,6035435,False
1467,6035436,False
1468,6035438,False
1469,6035449,False
1470,6035455,False
1471,6035456,False
1472,6035478,False
1473,6035479,False
1474,6035482,False
1475,6035483,False
1476,6035486,False
1477,6035487,False
1478,6035490,False
1479,6035491,False
1480,6035492,False
1481,6035496,False
1482,6035497,False
1483,6035498,False
1484,6035499,False
1485,6035500,False
1486,6035502,False
1487,6035503,False
1488,6035505,False
1489,6035507,False
1490,6035508,False
1491,6035510,False
1492,6035511,False
1493,6035512,False
1494,6035513,False
1495,6035520,False
1496,6035521,False
1497,6035523,False
1498,6035525,False
1499,6035527,False
1500,6035541,False
1501,6035542,False
1502,6035543,False
1503,6035549,False
1504,6035550,False
1505,6035551,False
1506,6035593,True
1507,6035595,False
1508,6035597,False
1509,6035604,False
1510,6035605,False
1511,6035610,False
1512,6035617,False
1513,6035631,False
1514,6035633,False
1515,6035638,False
1516,6035642,False
1517,6035646,False
1518,6035662,
1519,6035665,False
1520,6035666,False
1521,6035675,True
1522,6035677,False
1523,6035679,True
1524,6035682,False
1525,6035683,False
1526,6035684,False
1527,6035709,False
1528,6035710,False
1529,6035711,False
1530,6035720,False
1531,6035739,False
1532,6035750,False
1533,6035754,
1534,6035758,True
1535,6035761,False
1536,6035762,False
1537,6035763,False
1538,6035764,False
1539,6035767,False
1540,6035768,False
1541,6035769,False
1542,6035772,False
1543,6035775,False
1544,6035803,False
1545,6035804,False
1546,6035805,False
1547,6035806,False
1548,6035807,False
1549,6035808,False
1550,6035809,False
1551,6035810,False
1552,6035811,False
1553,6035825,False
1554,6035828,False
1555,6035829,False
1556,6035833,False
1557,6035835,False
1558,6035836,False
1559,6035837,False
1560,6035839,False
1561,6035840,False
1562,6035841,False
1563,6035844,False
1564,6035846,False
1565,6035863,False
1566,6035867,False
1567,6035869,False
1568,6035870,False
1569,6035875,False
1570,6035881,False
1571,6035882,
1572,6035886,False
1573,6035887,False
1574,6035895,False
1575,6035898,False
1576,6035905,False
1577,6035909,False
1578,6035912,False
1579,6035918,False
1580,6035920,False
1581,6035923,
1582,6035924,False
1583,6035930,False
1584,6035933,False
1585,6035937,False
1586,6035938,False
1587,6035940,False
1588,6035941,False
1589,6035942,False
1590,6035943,False
1591,6035944,False
1592,6035949,False
1593,6035955,True
1594,6035972,False
1595,6035975,
1596,6035976,False
1597,6035977,False
1598,6035987,False
1599,6035988,False
1600,6035995,False
1601,6035996,False
1602,6035998,False
1603,6035999,False
1604,6036005,False
1605,6036008,False
1606,6036009,False
1607,6036010,False
1608,6036015,True
1609,6036017,False
1610,6036021,False
1611,6036022,False
1612,6036023,False
1613,6036024,False
1614,6036025,False
1615,6036031,False
1616,6036034,False
1617,6036035,False
1618,6036041,False
1619,6036043,False
1620,6036046,False
1621,6036047,False
1622,6036048,False
1623,6036054,False
1624,6036055,False
1625,6036056,False
1626,6036059,True
1627,6036061,False
1628,6036062,False
1629,6036063,False
1630,6036065,False
1631,6036066,False
1632,6036067,False
1633,6036068,False
1634,6036070,False
1635,6036071,False
1636,6036072,False
1637,6036073,False
1638,6036076,False
1639,6036077,False
1640,6036078,
1641,6036083,
1642,6036084,
1643,6036085,True
1644,6036090,
1645,6036093,False
1646,6036094,False
1647,6036098,False
1648,6036100,
1649,6036102,False
1650,6036103,False
1651,6036104,False
1652,6036105,False
1653,6036106,False
1654,6036108,False
1655,6036109,False
1656,6036110,False
1657,6036111,False
1658,6036115,False
1659,6036117,False
1660,6036118,False
1661,6036123,False
1662,6036124,False
1663,6036125,False
1664,6036126,False
1665,6036131,
1666,6036132,False
1667,6036148,True
1668,6036149,
1669,6036152,False
